global_step,step_loss,wandb_step,job_id,run_id,job_order,role,token_exposure
6530,0.7386468052864075,,4523773,tzcobly9,0,primary,10865920000.0
6650,0.714232325553894,,4523773,tzcobly9,0,primary,11065600000.0
6760,0.7233693599700928,,4523773,tzcobly9,0,primary,11248640000.0
6840,0.7735039591789246,,4523773,tzcobly9,0,primary,11381760000.0
6960,0.669593095779419,,4523773,tzcobly9,0,primary,11581440000.0
7070,0.744613528251648,,4523773,tzcobly9,0,primary,11764480000.0
7190,0.732720136642456,,4523773,tzcobly9,0,primary,11964160000.0
7310,0.7300431132316589,,4523773,tzcobly9,0,primary,12163840000.0
7430,0.7136460542678833,,4523773,tzcobly9,0,primary,12363520000.0
7540,0.6785441637039185,,4523773,tzcobly9,0,primary,12546560000.0
7660,0.6718493103981018,,4523773,tzcobly9,0,primary,12746240000.0
7770,0.697625994682312,,4523773,tzcobly9,0,primary,12929280000.0
7880,0.7331206202507019,,4523773,tzcobly9,0,primary,13112320000.0
7990,0.669396162033081,,4523773,tzcobly9,0,primary,13295360000.0
8100,0.6790074706077576,,4523773,tzcobly9,0,primary,13478400000.0
8210,0.6941296458244324,,4523773,tzcobly9,0,primary,13661440000.0
8320,0.7143811583518982,,4523773,tzcobly9,0,primary,13844480000.0
8430,0.6370508670806885,,4523773,tzcobly9,0,primary,14027520000.0
8490,0.720661461353302,,4523773,tzcobly9,0,primary,14127360000.0
8610,0.6688908338546753,,4523773,tzcobly9,0,primary,14327040000.0
8730,0.7115331888198853,,4523773,tzcobly9,0,primary,14526720000.0
8850,0.6932216882705688,,4523773,tzcobly9,0,primary,14726400000.0
8960,0.6708248853683472,,4523773,tzcobly9,0,primary,14909440000.0
9070,0.6492288708686829,,4523773,tzcobly9,0,primary,15092480000.0
9190,0.6724030375480652,,4523773,tzcobly9,0,primary,15292160000.0
9300,0.6550732254981995,,4523773,tzcobly9,0,primary,15475200000.0
9410,0.6437869071960449,,4523773,tzcobly9,0,primary,15658240000.0
9520,0.6268701553344727,,4523773,tzcobly9,0,primary,15841280000.0
9630,0.6813594698905945,,4523773,tzcobly9,0,primary,16024320000.0
9740,0.6590419411659241,,4523773,tzcobly9,0,primary,16207360000.0
9850,0.6083125472068787,,4523773,tzcobly9,0,primary,16390400000.0
9960,0.655483603477478,,4523773,tzcobly9,0,primary,16573440000.0
10070,0.6168448328971863,,4523773,tzcobly9,0,primary,16756480000.0
10140,0.6237724423408508,,4523773,tzcobly9,0,primary,16872960000.0
10250,0.6539592742919922,,4523773,tzcobly9,0,primary,17056000000.0
10360,0.6403157114982605,,4523773,tzcobly9,0,primary,17239040000.0
10470,0.6435590386390686,,4523773,tzcobly9,0,primary,17422080000.0
10580,0.6265120506286621,,4523773,tzcobly9,0,primary,17605120000.0
10690,0.6604606509208679,,4523773,tzcobly9,0,primary,17788160000.0
10800,0.6824426651000977,,4523773,tzcobly9,0,primary,17971200000.0
10910,0.609366774559021,,4523773,tzcobly9,0,primary,18154240000.0
11020,0.6289731860160828,,4523773,tzcobly9,0,primary,18337280000.0
11130,0.6568018198013306,,4523773,tzcobly9,0,primary,18520320000.0
11240,0.6794500946998596,,4523773,tzcobly9,0,primary,18703360000.0
11350,0.6461889743804932,,4523773,tzcobly9,0,primary,18886400000.0
11460,0.6404643058776855,,4523773,tzcobly9,0,primary,19069440000.0
11570,0.599256157875061,,4523773,tzcobly9,0,primary,19252480000.0
11680,0.5810192823410034,,4523773,tzcobly9,0,primary,19435520000.0
11790,0.6815807223320007,,4523773,tzcobly9,0,primary,19618560000.0
11900,0.6639569401741028,,4523773,tzcobly9,0,primary,19801600000.0
12010,0.6103093028068542,,4523773,tzcobly9,0,primary,19984640000.0
12120,0.6392922401428223,,4523773,tzcobly9,0,primary,20167680000.0
12230,0.5934225916862488,,4523773,tzcobly9,0,primary,20350720000.0
12340,0.6174573302268982,,4523773,tzcobly9,0,primary,20533760000.0
12450,0.5978128910064697,,4523773,tzcobly9,0,primary,20716800000.0
12560,0.6348926424980164,,4523773,tzcobly9,0,primary,20899840000.0
12670,0.6412997245788574,,4523773,tzcobly9,0,primary,21082880000.0
12780,0.6545514464378357,,4523773,tzcobly9,0,primary,21265920000.0
12890,0.5690175890922546,,4523773,tzcobly9,0,primary,21448960000.0
13000,0.6010158061981201,,4523773,tzcobly9,0,primary,21632000000.0
13110,0.6116827130317688,,4523773,tzcobly9,0,primary,21815040000.0
13220,0.6321122646331787,,4523773,tzcobly9,0,primary,21998080000.0
13340,0.6123289465904236,,4523773,tzcobly9,0,primary,22197760000.0
13430,0.5718380808830261,,4523773,tzcobly9,0,primary,22347520000.0
13550,0.6426625847816467,,4523773,tzcobly9,0,primary,22547200000.0
13660,0.6492995619773865,,4523773,tzcobly9,0,primary,22730240000.0
13770,0.6084371209144592,,4523773,tzcobly9,0,primary,22913280000.0
13880,0.6138383746147156,,4523773,tzcobly9,0,primary,23096320000.0
13990,0.6036974191665649,,4523773,tzcobly9,0,primary,23279360000.0
14100,0.5937414169311523,,4523773,tzcobly9,0,primary,23462400000.0
14210,0.6145917177200317,,4523773,tzcobly9,0,primary,23645440000.0
14320,0.6056526303291321,,4523773,tzcobly9,0,primary,23828480000.0
14430,0.5949913859367371,,4523773,tzcobly9,0,primary,24011520000.0
14540,0.6253777742385864,,4523773,tzcobly9,0,primary,24194560000.0
14650,0.6094368100166321,,4523773,tzcobly9,0,primary,24377600000.0
14760,0.6215366721153259,,4523773,tzcobly9,0,primary,24560640000.0
14870,0.6405863761901855,,4523773,tzcobly9,0,primary,24743680000.0
14980,0.5905792117118835,,4523773,tzcobly9,0,primary,24926720000.0
15070,0.6246483325958252,,4523773,tzcobly9,0,primary,25076480000.0
15180,0.623807966709137,,4523773,tzcobly9,0,primary,25259520000.0
15290,0.6279012560844421,,4523773,tzcobly9,0,primary,25442560000.0
15400,0.5806790590286255,,4523773,tzcobly9,0,primary,25625600000.0
15510,0.5810508131980896,,4523773,tzcobly9,0,primary,25808640000.0
15620,0.6001805663108826,,4523773,tzcobly9,0,primary,25991680000.0
15730,0.6271244883537292,,4523773,tzcobly9,0,primary,26174720000.0
15840,0.6239270567893982,,4523773,tzcobly9,0,primary,26357760000.0
15950,0.5929478406906128,,4523773,tzcobly9,0,primary,26540800000.0
16060,0.6791900992393494,,4523773,tzcobly9,0,primary,26723840000.0
16170,0.5792781710624695,,4523773,tzcobly9,0,primary,26906880000.0
16280,0.6064426898956299,,4523773,tzcobly9,0,primary,27089920000.0
16390,0.573053777217865,,4523773,tzcobly9,0,primary,27272960000.0
16500,0.5557214021682739,,4523773,tzcobly9,0,primary,27456000000.0
16610,0.6638369560241699,,4523773,tzcobly9,0,primary,27639040000.0
15080,0.5786944627761841,,4532053,4kybwa4a,1,primary,25093120000.0
15190,0.640343189239502,,4532053,4kybwa4a,1,primary,25276160000.0
15300,0.5909255743026733,,4532053,4kybwa4a,1,primary,25459200000.0
15410,0.5930287837982178,,4532053,4kybwa4a,1,primary,25642240000.0
15490,0.6003677248954773,,4532053,4kybwa4a,1,primary,25775360000.0
15600,0.62991863489151,,4532053,4kybwa4a,1,primary,25958400000.0
15710,0.6060883402824402,,4532053,4kybwa4a,1,primary,26141440000.0
15820,0.6022095084190369,,4532053,4kybwa4a,1,primary,26324480000.0
15930,0.6380210518836975,,4532053,4kybwa4a,1,primary,26507520000.0
16040,0.6031743288040161,,4532053,4kybwa4a,1,primary,26690560000.0
16150,0.5746929049491882,,4532053,4kybwa4a,1,primary,26873600000.0
16260,0.5613914132118225,,4532053,4kybwa4a,1,primary,27056640000.0
16370,0.5857473015785217,,4532053,4kybwa4a,1,primary,27239680000.0
16480,0.6288207769393921,,4532053,4kybwa4a,1,primary,27422720000.0
16590,0.6032224893569946,,4532053,4kybwa4a,1,primary,27605760000.0
16700,0.5979664325714111,,4532053,4kybwa4a,1,primary,27788800000.0
16810,0.6334648728370667,,4532053,4kybwa4a,1,primary,27971840000.0
16920,0.5854872465133667,,4532053,4kybwa4a,1,primary,28154880000.0
17030,0.5978874564170837,,4532053,4kybwa4a,1,primary,28337920000.0
17130,0.5679663419723511,,4532053,4kybwa4a,1,primary,28504320000.0
17240,0.6348352432250977,,4532053,4kybwa4a,1,primary,28687360000.0
17350,0.6078724265098572,,4532053,4kybwa4a,1,primary,28870400000.0
17460,0.5955323576927185,,4532053,4kybwa4a,1,primary,29053440000.0
17570,0.6430739760398865,,4532053,4kybwa4a,1,primary,29236480000.0
17680,0.5965696573257446,,4532053,4kybwa4a,1,primary,29419520000.0
17790,0.6616345047950745,,4532053,4kybwa4a,1,primary,29602560000.0
17900,0.6011561155319214,,4532053,4kybwa4a,1,primary,29785600000.0
18010,0.6068523526191711,,4532053,4kybwa4a,1,primary,29968640000.0
18120,0.5718428492546082,,4532053,4kybwa4a,1,primary,30151680000.0
18230,0.5641859173774719,,4532053,4kybwa4a,1,primary,30334720000.0
18340,0.5589879155158997,,4532053,4kybwa4a,1,primary,30517760000.0
18450,0.6244463920593262,,4532053,4kybwa4a,1,primary,30700800000.0
18560,0.5376863479614258,,4532053,4kybwa4a,1,primary,30883840000.0
18670,0.5979308485984802,,4532053,4kybwa4a,1,primary,31066880000.0
18760,0.5826469659805298,,4532053,4kybwa4a,1,primary,31216640000.0
18870,0.5918059945106506,,4532053,4kybwa4a,1,primary,31399680000.0
18980,0.5958053469657898,,4532053,4kybwa4a,1,primary,31582720000.0
19090,0.5954784750938416,,4532053,4kybwa4a,1,primary,31765760000.0
19200,0.607905924320221,,4532053,4kybwa4a,1,primary,31948800000.0
19310,0.5904144048690796,,4532053,4kybwa4a,1,primary,32131840000.0
19420,0.6195428371429443,,4532053,4kybwa4a,1,primary,32314880000.0
19530,0.5642443895339966,,4532053,4kybwa4a,1,primary,32497920000.0
19640,0.6319283843040466,,4532053,4kybwa4a,1,primary,32680960000.0
19750,0.5728217959403992,,4532053,4kybwa4a,1,primary,32864000000.0
19860,0.6096268892288208,,4532053,4kybwa4a,1,primary,33047040000.0
19970,0.6077163219451904,,4532053,4kybwa4a,1,primary,33230080000.0
20080,0.6042810082435608,,4532053,4kybwa4a,1,primary,33413120000.0
20190,0.6056305766105652,,4532053,4kybwa4a,1,primary,33596160000.0
20300,0.6132358908653259,,4532053,4kybwa4a,1,primary,33779200000.0
20380,0.5715701580047607,,4532053,4kybwa4a,1,primary,33912320000.0
20490,0.5604220628738403,,4532053,4kybwa4a,1,primary,34095360000.0
20600,0.5756391882896423,,4532053,4kybwa4a,1,primary,34278400000.0
20710,0.6077396869659424,,4532053,4kybwa4a,1,primary,34461440000.0
20820,0.5695415139198303,,4532053,4kybwa4a,1,primary,34644480000.0
20930,0.6199654936790466,,4532053,4kybwa4a,1,primary,34827520000.0
21040,0.6092702746391296,,4532053,4kybwa4a,1,primary,35010560000.0
21150,0.605299174785614,,4532053,4kybwa4a,1,primary,35193600000.0
21260,0.6031753420829773,,4532053,4kybwa4a,1,primary,35376640000.0
21370,0.5679007172584534,,4532053,4kybwa4a,1,primary,35559680000.0
21480,0.5705695152282715,,4532053,4kybwa4a,1,primary,35742720000.0
21590,0.5714114904403687,,4532053,4kybwa4a,1,primary,35925760000.0
21700,0.6121202707290649,,4532053,4kybwa4a,1,primary,36108800000.0
21810,0.6104792356491089,,4532053,4kybwa4a,1,primary,36291840000.0
21920,0.5458878874778748,,4532053,4kybwa4a,1,primary,36474880000.0
22000,0.5967230200767517,,4532053,4kybwa4a,1,primary,36608000000.0
22110,0.5976856350898743,,4532053,4kybwa4a,1,primary,36791040000.0
22220,0.6288134455680847,,4532053,4kybwa4a,1,primary,36974080000.0
22330,0.5824247002601624,,4532053,4kybwa4a,1,primary,37157120000.0
22440,0.5801395773887634,,4532053,4kybwa4a,1,primary,37340160000.0
22550,0.633872389793396,,4532053,4kybwa4a,1,primary,37523200000.0
22660,0.5903364419937134,,4532053,4kybwa4a,1,primary,37706240000.0
22770,0.6030600070953369,,4532053,4kybwa4a,1,primary,37889280000.0
22880,0.5714990496635437,,4532053,4kybwa4a,1,primary,38072320000.0
22990,0.5849131941795349,,4532053,4kybwa4a,1,primary,38255360000.0
23100,0.6327673196792603,,4532053,4kybwa4a,1,primary,38438400000.0
23210,0.6492294669151306,,4532053,4kybwa4a,1,primary,38621440000.0
23320,0.619519829750061,,4532053,4kybwa4a,1,primary,38804480000.0
23430,0.6083324551582336,,4532053,4kybwa4a,1,primary,38987520000.0
23540,0.591729462146759,,4532053,4kybwa4a,1,primary,39170560000.0
23630,0.561083972454071,,4532053,4kybwa4a,1,primary,39320320000.0
23740,0.6196020841598511,,4532053,4kybwa4a,1,primary,39503360000.0
23850,0.569709062576294,,4532053,4kybwa4a,1,primary,39686400000.0
23960,0.6100805401802063,,4532053,4kybwa4a,1,primary,39869440000.0
24070,0.5481893420219421,,4532053,4kybwa4a,1,primary,40052480000.0
24180,0.5929995775222778,,4532053,4kybwa4a,1,primary,40235520000.0
24290,0.5827266573905945,,4532053,4kybwa4a,1,primary,40418560000.0
24400,0.6114199757575989,,4532053,4kybwa4a,1,primary,40601600000.0
24510,0.5682245492935181,,4532053,4kybwa4a,1,primary,40784640000.0
24620,0.617394745349884,,4532053,4kybwa4a,1,primary,40967680000.0
24730,0.5991591811180115,,4532053,4kybwa4a,1,primary,41150720000.0
24840,0.5598181486129761,,4532053,4kybwa4a,1,primary,41333760000.0
24950,0.6041947603225708,,4532053,4kybwa4a,1,primary,41516800000.0
25060,0.6018825173377991,,4532053,4kybwa4a,1,primary,41699840000.0
25170,0.6345159411430359,,4532053,4kybwa4a,1,primary,41882880000.0
25260,0.5868921875953674,,4532053,4kybwa4a,1,primary,42032640000.0
25370,0.6120346188545227,,4532053,4kybwa4a,1,primary,42215680000.0
25480,0.5475645661354065,,4532053,4kybwa4a,1,primary,42398720000.0
25590,0.5730780959129333,,4532053,4kybwa4a,1,primary,42581760000.0
25700,0.6023418307304382,,4532053,4kybwa4a,1,primary,42764800000.0
25810,0.5614317059516907,,4532053,4kybwa4a,1,primary,42947840000.0
25920,0.589455246925354,,4532053,4kybwa4a,1,primary,43130880000.0
26030,0.601050078868866,,4532053,4kybwa4a,1,primary,43313920000.0
26140,0.5576754808425903,,4532053,4kybwa4a,1,primary,43496960000.0
26250,0.602838397026062,,4532053,4kybwa4a,1,primary,43680000000.0
26360,0.6129713654518127,,4532053,4kybwa4a,1,primary,43863040000.0
26470,0.5757765173912048,,4532053,4kybwa4a,1,primary,44046080000.0
26580,0.5617656111717224,,4532053,4kybwa4a,1,primary,44229120000.0
26690,0.5482918620109558,,4532053,4kybwa4a,1,primary,44412160000.0
26800,0.5595700144767761,,4532053,4kybwa4a,1,primary,44595200000.0
26880,0.6085926294326782,,4532053,4kybwa4a,1,primary,44728320000.0
26990,0.5787911415100098,,4532053,4kybwa4a,1,primary,44911360000.0
27100,0.5546678900718689,,4532053,4kybwa4a,1,primary,45094400000.0
27210,0.5984603762626648,,4532053,4kybwa4a,1,primary,45277440000.0
27320,0.5950738787651062,,4532053,4kybwa4a,1,primary,45460480000.0
27430,0.5909738540649414,,4532053,4kybwa4a,1,primary,45643520000.0
27540,0.556477963924408,,4532053,4kybwa4a,1,primary,45826560000.0
27650,0.5575605630874634,,4532053,4kybwa4a,1,primary,46009600000.0
27760,0.5699706077575684,,4532053,4kybwa4a,1,primary,46192640000.0
27870,0.5979992151260376,,4532053,4kybwa4a,1,primary,46375680000.0
27980,0.5487563014030457,,4532053,4kybwa4a,1,primary,46558720000.0
28090,0.5840116739273071,,4532053,4kybwa4a,1,primary,46741760000.0
28200,0.5787381529808044,,4532053,4kybwa4a,1,primary,46924800000.0
28310,0.5305506587028503,,4532053,4kybwa4a,1,primary,47107840000.0
28420,0.6026670336723328,,4532053,4kybwa4a,1,primary,47290880000.0
28500,0.6028167009353638,,4532053,4kybwa4a,1,primary,47424000000.0
28610,0.5736589431762695,,4532053,4kybwa4a,1,primary,47607040000.0
28720,0.584190309047699,,4532053,4kybwa4a,1,primary,47790080000.0
28830,0.5633562803268433,,4532053,4kybwa4a,1,primary,47973120000.0
28940,0.5387665629386902,,4532053,4kybwa4a,1,primary,48156160000.0
29050,0.575549304485321,,4532053,4kybwa4a,1,primary,48339200000.0
29160,0.5822141170501709,,4532053,4kybwa4a,1,primary,48522240000.0
29270,0.5741217136383057,,4532053,4kybwa4a,1,primary,48705280000.0
29380,0.5688928365707397,,4532053,4kybwa4a,1,primary,48888320000.0
29490,0.5711264610290527,,4532053,4kybwa4a,1,primary,49071360000.0
29600,0.6090025901794434,,4532053,4kybwa4a,1,primary,49254400000.0
29710,0.5350301265716553,,4532053,4kybwa4a,1,primary,49437440000.0
29820,0.5864059329032898,,4532053,4kybwa4a,1,primary,49620480000.0
29930,0.5792974829673767,,4532053,4kybwa4a,1,primary,49803520000.0
30040,0.6144700050354004,,4532053,4kybwa4a,1,primary,49986560000.0
30120,0.5640350580215454,,4532053,4kybwa4a,1,primary,50119680000.0
30230,0.5740304589271545,,4532053,4kybwa4a,1,primary,50302720000.0
30340,0.5636431574821472,,4532053,4kybwa4a,1,primary,50485760000.0
30450,0.6032083034515381,,4532053,4kybwa4a,1,primary,50668800000.0
30560,0.6029893159866333,,4532053,4kybwa4a,1,primary,50851840000.0
30670,0.5705581903457642,,4532053,4kybwa4a,1,primary,51034880000.0
30780,0.6204780340194702,,4532053,4kybwa4a,1,primary,51217920000.0
30890,0.5466289520263672,,4532053,4kybwa4a,1,primary,51400960000.0
31000,0.5615964531898499,,4532053,4kybwa4a,1,primary,51584000000.0
31110,0.5461222529411316,,4532053,4kybwa4a,1,primary,51767040000.0
31220,0.5780808329582214,,4532053,4kybwa4a,1,primary,51950080000.0
31330,0.6051487326622009,,4532053,4kybwa4a,1,primary,52133120000.0
31440,0.5828697085380554,,4532053,4kybwa4a,1,primary,52316160000.0
31550,0.574006199836731,,4532053,4kybwa4a,1,primary,52499200000.0
31660,0.5518262982368469,,4532053,4kybwa4a,1,primary,52682240000.0
31740,0.5749801993370056,,4532053,4kybwa4a,1,primary,52815360000.0
31850,0.5938369035720825,,4532053,4kybwa4a,1,primary,52998400000.0
31960,0.5592707395553589,,4532053,4kybwa4a,1,primary,53181440000.0
32070,0.5466579794883728,,4532053,4kybwa4a,1,primary,53364480000.0
32180,0.6066134572029114,,4532053,4kybwa4a,1,primary,53547520000.0
32290,0.5555124282836914,,4532053,4kybwa4a,1,primary,53730560000.0
32400,0.5803000330924988,,4532053,4kybwa4a,1,primary,53913600000.0
32510,0.5646058917045593,,4532053,4kybwa4a,1,primary,54096640000.0
32620,0.5217664837837219,,4532053,4kybwa4a,1,primary,54279680000.0
32730,0.5790201425552368,,4532053,4kybwa4a,1,primary,54462720000.0
32840,0.5734021067619324,,4532053,4kybwa4a,1,primary,54645760000.0
32950,0.5887525677680969,,4532053,4kybwa4a,1,primary,54828800000.0
33060,0.5626618266105652,,4532053,4kybwa4a,1,primary,55011840000.0
33170,0.5816907286643982,,4532053,4kybwa4a,1,primary,55194880000.0
33280,0.5233572125434875,,4532053,4kybwa4a,1,primary,55377920000.0
33360,0.5653778910636902,,4532053,4kybwa4a,1,primary,55511040000.0
33470,0.5452125668525696,,4532053,4kybwa4a,1,primary,55694080000.0
33580,0.5222189426422119,,4532053,4kybwa4a,1,primary,55877120000.0
33690,0.5730554461479187,,4532053,4kybwa4a,1,primary,56060160000.0
33800,0.5448117852210999,,4532053,4kybwa4a,1,primary,56243200000.0
33910,0.5539636015892029,,4532053,4kybwa4a,1,primary,56426240000.0
34020,0.5658606886863708,,4532053,4kybwa4a,1,primary,56609280000.0
34130,0.5975310206413269,,4532053,4kybwa4a,1,primary,56792320000.0
34240,0.5464590191841125,,4532053,4kybwa4a,1,primary,56975360000.0
34350,0.5772764086723328,,4532053,4kybwa4a,1,primary,57158400000.0
34460,0.5567985773086548,,4532053,4kybwa4a,1,primary,57341440000.0
34570,0.5522487759590149,,4532053,4kybwa4a,1,primary,57524480000.0
34680,0.5564410090446472,,4532053,4kybwa4a,1,primary,57707520000.0
34790,0.5659704208374023,,4532053,4kybwa4a,1,primary,57890560000.0
34900,0.5788335204124451,,4532053,4kybwa4a,1,primary,58073600000.0
34980,0.5855801105499268,,4532053,4kybwa4a,1,primary,58206720000.0
35090,0.6151273250579834,,4532053,4kybwa4a,1,primary,58389760000.0
35200,0.5974783301353455,,4532053,4kybwa4a,1,primary,58572800000.0
35310,0.5944841504096985,,4532053,4kybwa4a,1,primary,58755840000.0
35420,0.5521765947341919,,4532053,4kybwa4a,1,primary,58938880000.0
35530,0.5781971216201782,,4532053,4kybwa4a,1,primary,59121920000.0
35640,0.5970937013626099,,4532053,4kybwa4a,1,primary,59304960000.0
35750,0.54241544008255,,4532053,4kybwa4a,1,primary,59488000000.0
35860,0.5499626994132996,,4532053,4kybwa4a,1,primary,59671040000.0
35970,0.5402898192405701,,4532053,4kybwa4a,1,primary,59854080000.0
36080,0.5943651795387268,,4532053,4kybwa4a,1,primary,60037120000.0
36190,0.5838421583175659,,4532053,4kybwa4a,1,primary,60220160000.0
36300,0.5906217098236084,,4532053,4kybwa4a,1,primary,60403200000.0
36410,0.5956655144691467,,4532053,4kybwa4a,1,primary,60586240000.0
36520,0.5738912224769592,,4532053,4kybwa4a,1,primary,60769280000.0
36600,0.5982379913330078,,4532053,4kybwa4a,1,primary,60902400000.0
36710,0.5397025942802429,,4532053,4kybwa4a,1,primary,61085440000.0
36820,0.5818647742271423,,4532053,4kybwa4a,1,primary,61268480000.0
36930,0.603271484375,,4532053,4kybwa4a,1,primary,61451520000.0
37040,0.561524510383606,,4532053,4kybwa4a,1,primary,61634560000.0
37150,0.54837566614151,,4532053,4kybwa4a,1,primary,61817600000.0
37260,0.5528821349143982,,4532053,4kybwa4a,1,primary,62000640000.0
37370,0.6242159605026245,,4532053,4kybwa4a,1,primary,62183680000.0
37480,0.5870245099067688,,4532053,4kybwa4a,1,primary,62366720000.0
37590,0.57301926612854,,4532053,4kybwa4a,1,primary,62549760000.0
37700,0.5431291460990906,,4532053,4kybwa4a,1,primary,62732800000.0
37810,0.5696700215339661,,4532053,4kybwa4a,1,primary,62915840000.0
37920,0.5490404963493347,,4532053,4kybwa4a,1,primary,63098880000.0
38030,0.5413410067558289,,4532053,4kybwa4a,1,primary,63281920000.0
38140,0.5602823495864868,,4532053,4kybwa4a,1,primary,63464960000.0
38220,0.5614619255065918,,4532053,4kybwa4a,1,primary,63598080000.0
38330,0.5399198532104492,,4532053,4kybwa4a,1,primary,63781120000.0
38440,0.6189455389976501,,4532053,4kybwa4a,1,primary,63964160000.0
38550,0.5228129625320435,,4532053,4kybwa4a,1,primary,64147200000.0
38660,0.5540837645530701,,4532053,4kybwa4a,1,primary,64330240000.0
38770,0.5445908308029175,,4532053,4kybwa4a,1,primary,64513280000.0
38880,0.550970733165741,,4532053,4kybwa4a,1,primary,64696320000.0
38990,0.5424637794494629,,4532053,4kybwa4a,1,primary,64879360000.0
39100,0.5947042107582092,,4532053,4kybwa4a,1,primary,65062400000.0
39210,0.5495513677597046,,4532053,4kybwa4a,1,primary,65245440000.0
39320,0.6058721542358398,,4532053,4kybwa4a,1,primary,65428480000.0
39430,0.5276554822921753,,4532053,4kybwa4a,1,primary,65611520000.0
39540,0.5719636082649231,,4532053,4kybwa4a,1,primary,65794560000.0
39650,0.5627772808074951,,4532053,4kybwa4a,1,primary,65977600000.0
39760,0.5517942309379578,,4532053,4kybwa4a,1,primary,66160640000.0
39840,0.5705949068069458,,4532053,4kybwa4a,1,primary,66293760000.0
